fighter_name,date,opponent,method,method_points,strike_bonus,round_bonus,total_points
Omar Morales,2022-05-21,Uros Medic,KO/TKO,0,0,0,0
Omar Morales,2019-08-06,Harvey Park,KO/TKO,100,21,0,121
Omar Morales,2021-03-27,Shane Young,Decision - Unanimous,80,23,0,103
Brendan Seguin,2007-01-20,Fernando Gonzalez,Decision - Unanimous,80,30,0,110
Jarno Errens,2024-08-10,Youssef Zalal,Submission,0,0,0,0
Jarno Errens,2023-08-26,SeungWoo Choi,Decision - Unanimous,0,0,0,0
Jarno Errens,2022-09-03,William Gomis,Decision - Unanimous,0,0,0,0
Jarno Errens,2024-03-23,Steven Nguyen,Decision - Unanimous,80,42,0,122
Darko Stosic,2019-08-03,Kennedy Nzechukwu,Decision - Unanimous,0,10,0,10
Darko Stosic,2019-06-01,Devin Clark,Decision - Unanimous,0,0,0,0
Darko Stosic,2018-07-22,Jeremy Kimball,KO/TKO,100,5,0,105
Darko Stosic,2020-01-25,Jamahal Hill,Decision - Unanimous,0,0,0,0
Jared Vanderaa,2022-07-09,Chase Sherman,KO/TKO,0,0,0,0
Jared Vanderaa,2021-02-20,Serghei Spivac,KO/TKO,0,0,0,0
Jared Vanderaa,2020-11-04,Harry Hunsucker,KO/TKO,100,6,0,106
Jared Vanderaa,2022-02-12,Andrei Arlovski,Decision - Split,0,6,0,6
Jared Vanderaa,2021-10-09,Alexandr Romanov,KO/TKO,0,0,0,0
Jared Vanderaa,2022-10-29,Waldo Cortes-Acosta,Decision - Unanimous,0,0,0,0
Jared Vanderaa,2021-05-22,Justin Tafa,Decision - Unanimous,80,47,0,127
Jared Vanderaa,2022-04-09,Aleksei Oleinik,Submission,0,7,0,7
Da Woon Jung,2021-04-10,William Knight,Decision - Unanimous,80,11,0,91
Da Woon Jung,2022-07-16,Dustin Jacoby,KO/TKO,0,0,0,0
Da Woon Jung,2023-09-09,Carlos Ulberg,Submission,0,0,0,0
Da Woon Jung,2021-11-13,Kennedy Nzechukwu,KO/TKO,100,10,0,110
Da Woon Jung,2023-02-04,Devin Clark,Decision - Unanimous,0,0,0,0
Da Woon Jung,2019-08-31,Khadis Ibragimov,Submission,90,0,0,90
Da Woon Jung,2019-12-21,Mike Rodriguez,KO/TKO,100,1,0,101
Da Woon Jung,2024-09-28,Oumar Sy,Decision - Unanimous,0,0,0,0
Rolando Delgado,2009-06-13,Paul Kelly,Decision - Unanimous,0,0,0,0
Rolando Delgado,2008-12-13,John Polakowski,Submission,90,14,0,104
Rolando Delgado,2009-11-14,Andre Winner,KO/TKO,0,0,0,0
Steve Mensing,2008-03-02,Gegard Mousasi,KO/TKO,0,0,0,0
Kali Robbins,2019-06-18,Hannah Goldy,Decision - Unanimous,0,0,0,0
Jose Quinonez,2020-03-07,Sean O'Malley,KO/TKO,0,0,0,0
Jose Quinonez,2019-09-21,Carlos Huachin,Decision - Unanimous,80,28,0,108
Jose Quinonez,2014-11-15,Alejandro Perez,Decision - Unanimous,0,0,0,0
Jose Quinonez,2020-12-05,Louis Smolka,KO/TKO,0,0,0,0
Jose Quinonez,2015-06-06,Leonardo Morales,Submission,90,0,0,90
Jose Quinonez,2018-02-10,Teruto Ishihara,Decision - Unanimous,80,16,0,96
Jose Quinonez,2019-03-16,Nathaniel Wood,Submission,0,4,0,4
Jose Quinonez,2016-09-17,Joey Gomez,Decision - Unanimous,80,12,0,92
Jose Quinonez,2017-08-05,Diego Rivas,Decision - Unanimous,80,32,0,112
Shane del Rosario,2012-05-26,Stipe Miocic,KO/TKO,0,0,0,0
Shane del Rosario,2012-12-15,Pat Barry,KO/TKO,0,3,0,3
Shane del Rosario,2010-07-23,Lolohea Mahe,KO/TKO,100,21,0,121
Shane del Rosario,2009-11-06,Brandon Cash,Submission,90,0,0,90
Shane del Rosario,2011-02-12,Lavar Johnson,Submission,90,14,0,104
Andre Amado,2009-07-20,Katsunori Kikuno,KO/TKO,0,0,0,0
Andre Amado,2008-03-15,Eddie Alvarez,KO/TKO,0,0,0,0
Andre Amado,2010-03-22,KJ Noons,Decision - Unanimous,0,0,0,0
Eldari Kurtanidze,2006-12-31,Kazuyuki Fujita,KO/TKO,0,0,0,0
Johnny Rhodes,1994-03-11,David Levicki,KO/TKO,100,7,0,107
Johnny Rhodes,1994-03-11,Fred Ettish,Submission,90,9,0,99
Johnny Rhodes,1994-03-11,Patrick Smith,Submission,0,0,0,0
David Levicki,1994-03-11,Johnny Rhodes,KO/TKO,0,0,0,0
Adriano Martins,2017-09-09,Kajan Johnson,KO/TKO,0,0,0,0
Adriano Martins,2014-01-25,Donald Cerrone,KO/TKO,0,0,0,0
Adriano Martins,2016-10-08,Leonardo Santos,Decision - Split,0,11,0,11
Adriano Martins,2015-10-03,Islam Makhachev,KO/TKO,100,0,0,100
Adriano Martins,2015-02-22,Rustam Khabilov,Decision - Split,70,0,0,70
Adriano Martins,2014-07-06,Juan Manuel Puig,KO/TKO,100,0,0,100
Adriano Martins,2013-11-09,Daron Cruickshank,Submission,90,8,0,98
Adriano Martins,2008-09-23,Keita Nakamura,Decision - Split,0,0,0,0
Jason Ireland,2007-02-24,Joachim Hansen,Submission,0,0,0,0
Aliev Makhmud,2005-02-20,Kiyoshi Tamura,KO/TKO,0,0,0,0
Keith Hackney,1994-12-16,Joe Son,Submission,90,8,0,98
Keith Hackney,1994-12-16,Royce Gracie,Submission,0,0,0,0
Keith Hackney,1994-09-09,Emmanuel Yarborough,KO/TKO,100,33,0,133
Keith Hackney,1995-12-16,Marco Ruas,Submission,0,0,0,0
Joe Son,1994-12-16,Keith Hackney,Submission,0,0,0,0
Sergey Morozov,2022-12-17,Journey Newson,Decision - Unanimous,80,4,0,84
Sergey Morozov,2022-06-25,Raulian Paiva,Decision - Unanimous,80,5,0,85
Sergey Morozov,2021-07-17,Khalid Taha,Decision - Unanimous,80,17,0,97
Sergey Morozov,2022-02-12,Douglas Silva de Andrade,Submission,0,0,0,0
Sergey Morozov,2021-01-20,Umar Nurmagomedov,Submission,0,0,0,0
Journey Newson,2022-12-17,Sergey Morozov,Decision - Unanimous,0,0,0,0
Journey Newson,2019-06-29,Ricardo Ramos,Decision - Unanimous,0,0,0,0
Journey Newson,2023-04-29,Marcus McGhee,Submission,0,0,0,0
Journey Newson,2022-05-07,Fernie Garcia,Decision - Unanimous,80,20,0,100
Journey Newson,2020-09-19,Randy Costa,KO/TKO,0,0,0,0
Carlston Harris,2023-03-11,Jared Gooden,Decision - Unanimous,80,12,0,92
Carlston Harris,2023-08-05,Jeremiah Wells,Submission,90,0,0,90
Carlston Harris,2024-05-18,Khaos Williams,KO/TKO,0,2,0,2
Carlston Harris,2022-02-05,Shavkat Rakhmonov,KO/TKO,0,0,0,0
Carlston Harris,2021-05-08,Christian Aguilera,Submission,90,4,0,94
Carlston Harris,2021-09-18,Impa Kasanganay,KO/TKO,100,18,0,118
Payton Talbott,2023-08-08,Reyes Cortez Jr.,Decision - Unanimous,80,69,0,149
Payton Talbott,2024-06-29,Yanis Ghemmouri,KO/TKO,100,12,0,112
Payton Talbott,2023-11-18,Nick Aguirre,Submission,90,23,0,113
Payton Talbott,2024-03-23,Cameron Saaiman,KO/TKO,100,48,0,148
Reyes Cortez Jr.,2023-08-08,Payton Talbott,Decision - Unanimous,0,0,0,0
Reyes Cortez Jr.,2021-10-12,Christian Rodriguez,Decision - Unanimous,0,0,0,0
Milana Dudieva,2015-04-04,Julianna Pena,KO/TKO,0,0,0,0
Milana Dudieva,2016-11-19,Marion Reneau,KO/TKO,0,0,0,0
Milana Dudieva,2014-08-23,Elizabeth Phillips,Decision - Split,70,0,0,70
Justin Frazier,2018-11-30,Juan Espino,Submission,0,0,0,0
Mike Ricci,2013-03-16,Colin Fletcher,Decision - Unanimous,80,10,0,90
Mike Ricci,2013-09-21,Myles Jury,Decision - Split,0,3,0,3
Mike Ricci,2012-12-15,Colton Smith,Decision - Unanimous,0,0,0,0
Kelly Faszholz,2016-02-21,Lauren Murphy,KO/TKO,0,0,0,0
Kelly Faszholz,2016-10-01,Ketlen Vieira,Decision - Split,0,31,0,31
James Irvin,2007-05-26,Thiago Silva,KO/TKO,0,2,0,2
James Irvin,2006-01-16,Stephan Bonnar,Submission,0,3,0,3
James Irvin,2006-11-18,Hector Ramirez,KO/TKO,100,0,0,100
James Irvin,2008-07-19,Anderson Silva,KO/TKO,0,0,0,0
James Irvin,2005-02-05,Mike Kyle,KO/TKO,0,0,0,0
James Irvin,2005-08-20,Terry Martin,KO/TKO,100,0,0,100
James Irvin,2007-12-29,Luiz Cane,DQ,0,0,0,0
James Irvin,2010-03-21,Alessio Sakara,KO/TKO,0,0,0,0
James Irvin,2010-08-01,Igor Pokrajac,Submission,0,0,0,0
James Irvin,2008-04-02,Houston Alexander,KO/TKO,100,3,0,103
Leonardo Mafra,2012-06-23,Thiago Perpetuo,KO/TKO,0,0,0,0
Leonardo Mafra,2014-07-16,Rick Story,Submission,0,0,0,0
Leonardo Mafra,2015-07-18,Stevie Ray,KO/TKO,0,4,0,4
Leonardo Mafra,2015-03-21,Cain Carrizosa,Decision - Unanimous,80,50,0,130
Cody Pfister,2015-12-10,Sage Northcutt,Submission,0,0,0,0
Cody Pfister,2015-07-11,Yosdenis Cedeno,Decision - Unanimous,80,0,0,80
Cody Pfister,2016-07-13,Scott Holtzman,Decision - Unanimous,0,0,0,0
Cody Pfister,2015-02-14,James Moontasri,Submission,0,0,0,0
Tony DeSouza,2006-12-30,Thiago Alves,KO/TKO,0,0,0,0
Tony DeSouza,2007-12-29,Roan Carneiro,KO/TKO,0,0,0,0
Tony DeSouza,2001-05-04,Steve Berger,Decision - Unanimous,80,26,0,106
Tony DeSouza,2006-10-10,Dustin Hazelett,Submission,90,4,0,94
Tony DeSouza,2001-09-28,Jutaro Nakao,KO/TKO,0,0,0,0
Tony DeSouza,2001-06-29,Paul Rodriguez,Submission,90,0,0,90
Colton Smith,2014-06-28,Diego Ferreira,Submission,0,0,0,0
Colton Smith,2012-12-15,Mike Ricci,Decision - Unanimous,80,6,0,86
Colton Smith,2013-05-25,Robert Whittaker,KO/TKO,0,0,0,0
Colton Smith,2013-11-06,Michael Chiesa,Submission,0,0,0,0
Takayo Hashi,2010-02-26,Sarah Kaufman,Decision - Unanimous,0,0,25,25
David Teymur,2016-08-06,Jason Novelli,KO/TKO,100,18,0,118
David Teymur,2018-06-01,Nik Lentz,Decision - Unanimous,80,6,0,86
David Teymur,2019-02-02,Charles Oliveira,Submission,0,0,0,0
David Teymur,2017-03-04,Lando Vannata,Decision - Unanimous,80,14,0,94
David Teymur,2017-12-02,Drakkar Klose,Decision - Unanimous,80,13,0,93
David Teymur,2016-02-27,Martin Svensson,KO/TKO,100,25,0,125
Jason Novelli,2016-08-06,David Teymur,KO/TKO,0,0,0,0
Jason Novelli,2016-11-05,Marco Polo Reyes,Decision - Split,0,0,0,0
Bobby Moffett,2018-08-07,Jacob Kilburn,Submission,90,22,0,112
Bobby Moffett,2019-03-23,Bryce Mitchell,Decision - Unanimous,0,0,0,0
Bobby Moffett,2019-08-10,Enrique Barzola,Decision - Split,0,7,0,7
Gustavo Lopez,2020-11-07,Anthony Birchak,Submission,90,9,0,99
Gustavo Lopez,2021-03-20,Adrian Yanez,KO/TKO,0,0,0,0
Gustavo Lopez,2020-06-13,Merab Dvalishvili,Decision - Unanimous,0,0,0,0
Anthony Birchak,2020-11-07,Gustavo Lopez,Submission,0,0,0,0
Anthony Birchak,2015-06-06,Joe Soto,KO/TKO,100,15,0,115
Anthony Birchak,2016-07-07,Dileno Lopes,Decision - Split,70,16,0,86
Anthony Birchak,2015-11-07,Thomas Almeida,KO/TKO,0,3,0,3
Anthony Birchak,2021-04-17,Tony Gravely,KO/TKO,0,0,0,0
Anthony Birchak,2014-12-13,Ian Entwistle,Submission,0,4,0,4
Andrea Lee,2020-02-08,Lauren Murphy,Decision - Split,0,24,0,24
Andrea Lee,2021-11-13,Cynthia Calvillo,KO/TKO,100,37,0,137
Andrea Lee,2019-02-17,Ashlee Evans-Smith,Decision - Unanimous,80,45,0,125
Andrea Lee,2024-02-17,Miranda Maverick,Decision - Unanimous,0,0,0,0
Andrea Lee,2024-06-08,Montana De La Rosa,Decision - Split,0,5,0,5
Andrea Lee,2023-03-25,Maycee Barber,Decision - Split,0,0,0,0
Andrea Lee,2023-08-19,Natalia Silva,Decision - Unanimous,0,0,0,0
Andrea Lee,2022-05-14,Viviane Araujo,Decision - Unanimous,0,8,0,8
Andrea Lee,2019-09-07,Joanne Wood,Decision - Split,0,0,0,0
Andrea Lee,2020-09-12,Roxanne Modafferi,Decision - Unanimous,0,37,0,37
Andrea Lee,2018-05-19,Veronica Hardy,Decision - Unanimous,80,32,0,112
Andrea Lee,2021-05-15,Antonina Shevchenko,Submission,90,22,0,112
Andrea Lee,2019-06-22,Montana De La Rosa,Decision - Unanimous,80,59,0,139
Raulian Paiva,2019-08-10,Rogerio Bontorin,TKO - Doctor's Stoppage,0,0,0,0
Raulian Paiva,2022-06-25,Sergey Morozov,Decision - Unanimous,0,0,0,0
Raulian Paiva,2021-12-11,Sean O'Malley,KO/TKO,0,0,0,0
Raulian Paiva,2020-02-15,Mark De La Rosa,KO/TKO,100,9,0,109
Raulian Paiva,2019-02-09,Kai Kara-France,Decision - Split,0,9,0,9
Raulian Paiva,2021-07-24,Kyler Phillips,Decision - Majority,75,0,0,75
Raulian Paiva,2018-08-12,Allan Nascimento,Decision - Split,70,0,0,70
Raulian Paiva,2020-07-11,Zhalgas Zhumagulov,Decision - Unanimous,80,0,0,80
Valentina Shevchenko,2017-09-09,Amanda Nunes,Decision - Split,0,0,25,25
Valentina Shevchenko,2020-11-21,Jennifer Maia,Decision - Unanimous,80,26,25,131
Valentina Shevchenko,2016-03-05,Amanda Nunes,Decision - Unanimous,0,0,0,0
Valentina Shevchenko,2015-12-19,Sarah Kaufman,Decision - Split,70,5,0,75
Valentina Shevchenko,2017-01-28,Julianna Pena,Submission,90,0,25,115
Valentina Shevchenko,2023-03-04,Alexa Grasso,Submission,0,28,25,53
Valentina Shevchenko,2016-07-23,Holly Holm,Decision - Unanimous,80,33,25,138
Valentina Shevchenko,2019-08-10,Liz Carmouche,Decision - Unanimous,80,24,25,129
Valentina Shevchenko,2021-09-25,Lauren Murphy,KO/TKO,100,87,25,212
Valentina Shevchenko,2024-09-14,Alexa Grasso,Decision - Unanimous,80,27,25,132
Valentina Shevchenko,2018-12-08,Joanna Jedrzejczyk,Decision - Unanimous,80,11,25,116
Valentina Shevchenko,2019-06-08,Jessica Eye,KO/TKO,100,6,25,131
Valentina Shevchenko,2021-04-24,Jessica Andrade,KO/TKO,100,22,25,147
Valentina Shevchenko,2018-02-03,Priscila Cachoeira,Submission,90,93,0,183
Valentina Shevchenko,2020-02-08,Katlyn Cerminara,KO/TKO,100,23,25,148
Valentina Shevchenko,2022-06-11,Taila Santos,Decision - Split,70,22,25,117
Ashlee Evans-Smith,2023-07-15,Ailin Perez,Decision - Unanimous,0,0,0,0
Ashlee Evans-Smith,2019-02-17,Andrea Lee,Decision - Unanimous,0,0,0,0
Ashlee Evans-Smith,2016-09-03,Veronica Hardy,KO/TKO,100,50,0,150
Ashlee Evans-Smith,2017-09-09,Sarah Moras,Submission,0,0,0,0
Ashlee Evans-Smith,2017-04-15,Ketlen Vieira,Decision - Unanimous,0,0,0,0
Ashlee Evans-Smith,2014-12-06,Raquel Pennington,Submission,0,6,0,6
Ashlee Evans-Smith,2016-02-21,Marion Reneau,Decision - Split,70,2,0,72
Ashlee Evans-Smith,2020-11-28,Norma Dumont,Decision - Unanimous,0,0,0,0
Ashlee Evans-Smith,2018-04-07,Bec Rawlings,Decision - Unanimous,80,28,0,108
Yusup Saadulaev,2011-12-31,Hideo Tokoro,KO/TKO,100,5,0,105
Yusup Saadulaev,2011-09-24,Rodolfo Marques Diniz,Decision - Unanimous,0,0,0,0
James Zikic,2007-09-22,Vitor Belfort,Decision - Unanimous,0,0,0,0
James Zikic,2002-07-13,Phillip Miller,Decision - Unanimous,0,0,0,0
Khalid Taha,2022-09-03,Cristian Quinonez,KO/TKO,0,0,0,0
Khalid Taha,2018-07-22,Nad Narimani,Decision - Unanimous,0,0,0,0
Khalid Taha,2021-07-17,Sergey Morozov,Decision - Unanimous,0,0,0,0
Khalid Taha,2020-11-07,Raoni Barcelos,Decision - Unanimous,0,0,0,0
Khalid Taha,2019-04-13,Boston Salmon,KO/TKO,100,5,0,105
Roland Payne,1994-09-09,Harold Howard,KO/TKO,0,0,0,0
Joey Gomez,2018-07-10,Kevin Aguilar,Decision - Split,0,6,0,6
Joey Gomez,2016-01-17,Rob Font,KO/TKO,0,0,0,0
Joey Gomez,2016-09-17,Jose Quinonez,Decision - Unanimous,0,0,0,0
Charles Johnson,2024-02-03,Azat Maksum,Decision - Unanimous,80,38,0,118
Charles Johnson,2023-04-29,Cody Durden,Decision - Unanimous,0,0,0,0
Charles Johnson,2023-01-14,Jimmy Flick,KO/TKO,100,27,0,127
Charles Johnson,2022-11-19,Zhalgas Zhumagulov,Decision - Split,70,0,0,70
Charles Johnson,2023-11-18,Rafael Estevam,Decision - Unanimous,0,54,0,54
Charles Johnson,2024-07-13,Joshua Van,KO/TKO,100,21,0,121
Charles Johnson,2023-02-25,Ode Osbourne,Decision - Split,0,12,0,12
Charles Johnson,2024-10-19,Sumudaerji,Decision - Unanimous,80,0,0,80
Charles Johnson,2024-05-11,Jake Hadley,Decision - Unanimous,80,22,0,102
Charles Johnson,2022-07-23,Muhammad Mokaev,Decision - Unanimous,0,0,0,0
Kazuhiro Hamanaka,2003-10-05,Ryan Gracie,KO/TKO,0,0,0,0
Kazuhiro Hamanaka,2003-06-08,Antonio Schembri,Decision - Unanimous,80,30,0,110
Tommy Lee,2007-03-24,Cub Swanson,Submission,0,0,0,0
Mark Schultz,1996-05-17,Gary Goodridge,TKO - Doctor's Stoppage,0,7,0,7
Tyler Diamond,2018-07-06,Bryce Mitchell,Decision - Majority,0,13,0,13
Shonie Carter,2005-06-04,Nate Quarry,KO/TKO,0,0,0,0
Shonie Carter,2001-06-29,Pat Miletich,KO/TKO,0,4,0,4
Shonie Carter,2006-12-13,Marcus Davis,Decision - Unanimous,0,0,0,0
Shonie Carter,2000-06-09,Adrian Serrano,Decision - Unanimous,80,20,0,100
Shonie Carter,2000-03-10,Brad Gumm,Decision - Unanimous,80,10,0,90
Shonie Carter,2001-05-04,Matt Serra,KO/TKO,100,8,0,108
Modestas Bukauskas,2023-02-11,Tyson Pedro,Decision - Unanimous,80,0,0,80
Modestas Bukauskas,2021-09-04,Khalil Rountree Jr.,KO/TKO,0,0,0,0
Modestas Bukauskas,2020-10-17,Jimmy Crute,KO/TKO,0,0,0,0
Modestas Bukauskas,2023-06-17,Zac Pauga,Decision - Unanimous,80,0,0,80
Modestas Bukauskas,2023-11-04,Vitor Petrino,KO/TKO,0,1,0,1
Modestas Bukauskas,2021-03-27,Michal Oleksiejczuk,Decision - Split,0,2,0,2
Modestas Bukauskas,2020-07-15,Andreas Michailidis,KO/TKO,100,0,0,100
Modestas Bukauskas,2024-07-27,Marcin Prachnio,Submission,90,0,0,90
Ryan Benoit,2013-11-30,Josh Sampo,Submission,0,0,0,0
Ryan Benoit,2016-07-30,Fredy Serrano,Decision - Split,70,9,0,79
Ryan Benoit,2017-11-18,Ashkan Mokhtarian,KO/TKO,100,3,0,103
Ryan Benoit,2015-03-14,Sergio Pettis,KO/TKO,100,0,0,100
Ryan Benoit,2020-07-15,Tim Elliott,Decision - Unanimous,0,0,0,0
Ryan Benoit,2016-12-03,Brandon Moreno,Decision - Split,0,0,0,0
Ryan Benoit,2021-07-31,Zarrukh Adashev,Decision - Unanimous,0,0,0,0
Ryan Benoit,2015-11-14,Ben Nguyen,Submission,0,0,0,0
Ryan Benoit,2019-12-21,Alatengheili,Decision - Split,0,21,0,21
Zachary Scroggin,2024-11-09,Elizeu Zaleski dos Santos,KO/TKO,0,0,0,0
Luana Pinheiro,2021-05-01,Randa Markos,DQ,0,11,0,11
Luana Pinheiro,2024-11-09,Gillian Robertson,Decision - Unanimous,0,0,0,0
Luana Pinheiro,2023-11-18,Amanda Ribas,KO/TKO,0,0,0,0
Luana Pinheiro,2023-04-08,Michelle Waterson-Gomez,Decision - Split,70,0,0,70
Luana Pinheiro,2021-11-20,Sam Hughes,Decision - Unanimous,80,7,0,87
Luana Pinheiro,2020-11-10,Stephanie Frausto,KO/TKO,100,6,0,106
Luana Pinheiro,2024-05-18,Angela Hill,Submission,0,0,0,0
Rodrigo Gripp de Sousa,2005-12-03,Thiago Silva,TKO - Doctor's Stoppage,0,0,0,0
Harry Moskowitz,1997-10-17,Alex Hunter,Decision - Split,0,1,0,1
Alejandro Garcia,2004-10-21,Nate Diaz,Submission,0,1,0,1
Rich Clementi,2009-02-07,Gleison Tibau,Submission,0,0,0,0
Rich Clementi,2006-11-11,Din Thomas,Submission,0,0,0,0
Rich Clementi,2011-05-29,Shinya Aoki,Submission,0,0,0,0
Rich Clementi,2007-09-22,Anthony Johnson,Submission,90,0,0,90
Rich Clementi,2007-04-05,Roan Carneiro,Decision - Unanimous,0,0,0,0
Rich Clementi,2008-10-25,Gray Maynard,Decision - Unanimous,0,0,0,0
Rich Clementi,2008-04-19,Sam Stout,Decision - Split,70,0,0,70
Rich Clementi,2007-12-29,Melvin Guillard,Submission,90,1,0,91
Rich Clementi,2007-01-25,Ross Pointon,Submission,90,0,0,90
Rich Clementi,2003-02-28,Yves Edwards,Submission,0,0,0,0
Rich Clementi,2008-05-24,Terry Etim,Decision - Unanimous,80,0,0,80
Gina Carano,2008-10-04,Kelly Kobold,Decision - Unanimous,80,16,0,96
Gina Carano,2006-12-08,Elaina Maxwell,Decision - Unanimous,80,8,0,88
Gina Carano,2008-05-31,Kaitlin Young,TKO - Doctor's Stoppage,0,21,0,21
Gina Carano,2009-08-15,Cristiane Justino,KO/TKO,0,0,25,25
Gina Carano,2007-09-15,Tonya Evinger,Submission,90,1,0,91
Gina Carano,2006-06-10,Leiticia Pestova,KO/TKO,100,16,0,116
Gina Carano,2007-02-10,Julie Kedzie,Decision - Unanimous,80,17,0,97
Gina Carano,2006-09-15,Rosi Sexton,KO/TKO,100,36,0,136
Kelly Kobold,2008-10-04,Gina Carano,Decision - Unanimous,0,0,0,0
Cory McKenna,2022-12-17,Cheyanne Vlismas,Decision - Unanimous,80,0,0,80
Cory McKenna,2022-08-06,Miranda Granger,Submission,90,0,0,90
Cory McKenna,2020-08-11,Vanessa Demopoulos,Decision - Unanimous,80,23,0,103
Cory McKenna,2020-11-14,Kay Hansen,Decision - Unanimous,80,0,0,80
Cory McKenna,2024-03-16,Jaqueline Amorim,Submission,0,1,0,1
Cory McKenna,2022-03-19,Elise Reed,Decision - Split,0,0,0,0
Cory McKenna,2024-10-12,Julia Polastri,Decision - Split,0,0,0,0
Kiril Sidelnikov,2009-01-24,Paul Buentello,TKO - Doctor's Stoppage,0,0,0,0
Li Yunfeng,2024-05-19,Baergeng Jieleyisi,Submission,0,0,0,0
John Polakowski,2006-10-12,Olaf Alfonso,Decision - Split,70,9,0,79
John Polakowski,2008-12-13,Rolando Delgado,Submission,0,0,0,0
Olaf Alfonso,2006-10-12,John Polakowski,Decision - Split,0,0,0,0
Olaf Alfonso,2006-06-04,Hayato Sakurai,KO/TKO,0,0,0,0
Olaf Alfonso,2004-05-21,Gilbert Melendez,KO/TKO,0,0,0,0
Olaf Alfonso,2007-01-20,Alex Karalexis,TKO - Doctor's Stoppage,0,0,0,0
Josh Culibao,2022-06-11,SeungWoo Choi,Decision - Split,70,5,0,75
Josh Culibao,2021-05-22,Shayilan Nuerdanbieke,Decision - Unanimous,80,36,0,116
Josh Culibao,2024-03-16,Danny Silva,Decision - Split,0,42,0,42
Josh Culibao,2023-02-11,Melsik Baghdasaryan,Submission,90,0,0,90
Josh Culibao,2024-08-17,Ricardo Ramos,Decision - Split,0,43,0,43
Josh Culibao,2023-07-22,Lerone Murphy,Decision - Unanimous,0,0,0,0
Josh Culibao,2020-02-22,Jalin Turner,KO/TKO,0,0,0,0
SuYoung You,2024-08-23,Daermisi Zhawupasi,Decision - Split,70,0,0,70
SuYoung You,2024-05-19,Shohei Nose,Decision - Unanimous,80,1,0,81
SuYoung You,2024-11-23,Baergeng Jieleyisi,Decision - Unanimous,80,33,0,113
Jamie Moyle,2018-07-07,Emily Whitmire,Decision - Unanimous,0,0,0,0
Jamie Moyle,2016-12-03,Kailin Curran,Decision - Unanimous,80,26,0,106
Jamie Moyle,2017-06-03,Viviane Pereira,Decision - Unanimous,0,0,0,0
Chris Wilson,2008-08-09,Steve Bruno,Decision - Unanimous,80,42,0,122
Chris Wilson,2009-09-16,Mike Pyle,Submission,0,7,0,7
Chris Wilson,2009-01-31,John Howard,Decision - Split,0,24,0,24
Chris Wilson,2008-03-01,Jon Fitch,Decision - Unanimous,0,0,0,0
Tony Fryklund,1997-07-27,Kevin Jackson,Submission,0,0,0,0
Tony Fryklund,2006-04-22,Anderson Silva,KO/TKO,0,0,0,0
Tony Fryklund,2007-06-22,Cung Le,KO/TKO,0,0,0,0
Tony Fryklund,1997-07-27,Donnie Chappell,Submission,90,5,0,95
Tony Fryklund,2002-06-22,Rodrigo Ruas,KO/TKO,100,49,0,149
Tony Fryklund,2004-10-22,Ivan Salaverry,Submission,0,0,0,0
Tony Fryklund,2006-12-08,Duane Ludwig,KO/TKO,0,0,0,0
Justin Eilers,2005-02-05,Paul Buentello,KO/TKO,0,0,0,0
Justin Eilers,2004-08-21,Mike Kyle,KO/TKO,100,0,0,100
Justin Eilers,2005-06-04,Andrei Arlovski,KO/TKO,0,0,25,25
Justin Eilers,2006-10-12,Josh Diekmann,KO/TKO,100,24,0,124
Justin Eilers,2006-02-04,Brandon Vera,KO/TKO,0,0,0,0
Justin Eilers,2008-07-26,Antonio Silva,KO/TKO,0,0,25,25
Allan Nascimento,2023-01-14,Carlos Hernandez,Submission,90,3,0,93
Allan Nascimento,2022-05-14,Jake Hadley,Decision - Unanimous,80,11,0,91
Allan Nascimento,2021-10-30,Tagir Ulanbekov,Decision - Split,0,7,0,7
Allan Nascimento,2018-08-12,Raulian Paiva,Decision - Split,0,24,0,24
Carlos Hernandez,2023-01-14,Allan Nascimento,Submission,0,0,0,0
Carlos Hernandez,2021-10-05,Daniel Barez,Decision - Split,70,25,0,95
Carlos Hernandez,2023-06-17,Denys Bondar,Decision - Unanimous,80,26,0,106
Carlos Hernandez,2023-12-09,Tatsuro Taira,KO/TKO,0,0,0,0
Carlos Hernandez,2024-06-29,Rei Tsuruya,Decision - Unanimous,0,0,0,0
Carlos Hernandez,2024-11-23,Nyamjargal Tumendemberel,Decision - Split,70,18,0,88
Carlos Hernandez,2022-02-26,Victor Altamirano,Decision - Split,70,5,0,75
Fredy Serrano,2016-07-30,Ryan Benoit,Decision - Split,0,0,0,0
Fredy Serrano,2015-03-21,Bentley Syler,KO/TKO,100,5,0,105
Fredy Serrano,2016-12-17,Hector Sandoval,Decision - Unanimous,0,0,0,0
Fredy Serrano,2015-11-28,Yao Zhikui,KO/TKO,100,2,0,102
Jerrod Sanders,2015-07-12,Russell Doane,Decision - Unanimous,80,2,0,82
Jerrod Sanders,2014-07-16,Yosdenis Cedeno,TKO - Doctor's Stoppage,0,0,0,0
Jerrod Sanders,2016-07-07,Felipe Arantes,Submission,0,3,0,3
Sergey Khandozhko,2019-11-09,Rustam Khabilov,Decision - Unanimous,0,13,0,13
Sergey Khandozhko,2022-04-23,Dwight Grant,KO/TKO,100,7,0,107
Sergey Khandozhko,2019-06-01,Rostem Akman,Decision - Unanimous,80,21,0,101
Matt Lee,2007-09-29,Jorge Masvidal,KO/TKO,0,0,0,0
